county,state,pay,employee
Mitchell,Iowa,122983,3265
Monona,Iowa,66771,1935
Monroe,Iowa,91350,2105
Montgomery,Iowa,122411,3193
Muscatine,Iowa,1045560,21246
O'Brien,Iowa,178458,5265
Osceola,Iowa,65513,1621
Page,Iowa,194032,5241
Palo Alto,Iowa,105759,2987
Plymouth,Iowa,468604,10123
Pocahontas,Iowa,67958,1779
Polk,Iowa,14712098,274185
Pottawattamie,Iowa,1180658,30983
Poweshiek,Iowa,385025,9649
Ringgold,Iowa,33717,1083
Sac,Iowa,83762,2186
Scott,Iowa,3659422,82797
Shelby,Iowa,208754,5024
Sioux,Iowa,770403,18615
Story,Iowa,1396787,31607
Tama,Iowa,155848,4314
Taylor,Iowa,70041,1717
Union,Iowa,181356,4889
Van Buren,Iowa,55258,1575
Wapello,Iowa,549587,14229
Warren,Iowa,330975,9008
Washington,Iowa,235981,6693
Wayne,Iowa,50475,1395
Webster,Iowa,679246,16404
Winnebago,Iowa,260052,6307
Winneshiek,Iowa,338371,9492
Woodbury,Iowa,1853900,47759
Worth,Iowa,61148,1854
Wright,Iowa,163236,3853
Allen,Kansas,153076,4244
Anderson,Kansas,47973,1429
Atchison,Kansas,199223,5443
Barber,Kansas,49787,1343
Barton,Kansas,385792,9906
Bourbon,Kansas,163077,4790
Brown,Kansas,141955,3641
Butler,Kansas,530114,13705
Chase,Kansas,18322,513
Chautauqua,Kansas,12717,457
Cherokee,Kansas,219095,4951
Cheyenne,Kansas,18799,575
Clark,Kansas,17815,406
Clay,Kansas,67977,2154
Cloud,Kansas,95495,2978
Coffey,Kansas,212645,2979
Comanche,Kansas,11490,402
Cowley,Kansas,437724,11611
Crawford,Kansas,497696,14636
Decatur,Kansas,15652,609
Dickinson,Kansas,160747,5009
Doniphan,Kansas,63030,1615
Douglas,Kansas,1342168,40867
Edwards,Kansas,19227,538
Elk,Kansas,8146,314
Ellis,Kansas,444841,12513
Ellsworth,Kansas,71526,1596
Finney,Kansas,567752,15115
Ford,Kansas,539102,14293
Franklin,Kansas,328743,8547
Geary,Kansas,250799,7621
Gove,Kansas,30804,945
Graham,Kansas,19149,611
Grant,Kansas,125001,2119
Gray,Kansas,59293,1480
Greeley,Kansas,13450,323
Greenwood,Kansas,39290,1149
Hamilton,Kansas,19557,511
Harper,Kansas,69544,1863
Harvey,Kansas,464251,12796
Haskell,Kansas,34733,833
Hodgeman,Kansas,7951,230
Jackson,Kansas,93922,3121
Jefferson,Kansas,90515,2266
Jewell,Kansas,11490,400
Johnson,Kansas,19274492,341975
Kearny,Kansas,25829,702
Kingman,Kansas,66871,1749
Kiowa,Kansas,25140,769
Labette,Kansas,270833,7504
Lane,Kansas,12962,311
Leavenworth,Kansas,581590,14470
Lincoln,Kansas,14058,467
Linn,Kansas,61310,1304
Logan,Kansas,28183,736
Lyon,Kansas,419444,12386
McPherson,Kansas,600233,14214
Marion,Kansas,72053,2572
Marshall,Kansas,158766,4083
Meade,Kansas,35134,914
Miami,Kansas,262374,6797
Mitchell,Kansas,79262,2406
Montgomery,Kansas,497559,12721
Morris,Kansas,40221,1236
Morton,Kansas,26812,632
Nemaha,Kansas,185316,4546
Neosho,Kansas,195263,5041
Ness,Kansas,33660,879
Norton,Kansas,67366,1749
Osage,Kansas,40551,1583
Osborne,Kansas,31568,964
Ottawa,Kansas,25996,824
Pawnee,Kansas,74323,1922
Phillips,Kansas,58273,1626
Pottawatomie,Kansas,391757,9402
Pratt,Kansas,129540,3316
Rawlins,Kansas,24299,653
Reno,Kansas,860362,22537
Republic,Kansas,33640,1249
Rice,Kansas,97620,2766
Riley,Kansas,650080,21041
Rooks,Kansas,46884,1356
Rush,Kansas,37561,1020
Russell,Kansas,58749,1762
Saline,Kansas,1005975,26893
Scott,Kansas,53537,1477
Sedgwick,Kansas,10999940,230378
Seward,Kansas,303894,8833
Shawnee,Kansas,3561316,76455
Sheridan,Kansas,27107,692
Sherman,Kansas,68353,1931
Smith,Kansas,25993,870
Stafford,Kansas,20652,618
Stanton,Kansas,20688,509
Stevens,Kansas,44207,1181
Sumner,Kansas,148731,4198
Thomas,Kansas,101376,2846
Trego,Kansas,29329,836
Wabaunsee,Kansas,29628,834
Wallace,Kansas,9889,317
Washington,Kansas,46746,1565
Wichita,Kansas,16198,457
Wilson,Kansas,161135,3580
Woodson,Kansas,11981,445
Wyandotte,Kansas,3440622,70666
Adair,Kentucky,115286,4176
Allen,Kentucky,111398,3010
Anderson,Kentucky,139675,3717
Ballard,Kentucky,46839,1163
Barren,Kentucky,502607,14417
Bath,Kentucky,53603,1413
Bell,Kentucky,215236,6858
Boone,Kentucky,3939942,83356
Bourbon,Kentucky,218457,5215
Boyd,Kentucky,975570,21585
Boyle,Kentucky,505609,15158
Bracken,Kentucky,33853,941
Breathitt,Kentucky,93799,3108
Breckinridge,Kentucky,80530,2494
Bullitt,Kentucky,765876,21105
Butler,Kentucky,60436,1684
Caldwell,Kentucky,105280,3258
Calloway,Kentucky,451073,13961
Campbell,Kentucky,978769,24904
Carlisle,Kentucky,18190,629
Carroll,Kentucky,355072,5703
Carter,Kentucky,130650,4934
Casey,Kentucky,94107,3265
Christian,Kentucky,940892,24535
Clark,Kentucky,487973,12918
Clay,Kentucky,75756,2519
Clinton,Kentucky,83330,2954
Crittenden,Kentucky,52789,1765
Cumberland,Kentucky,36165,1130
Daviess,Kentucky,1638344,41233
Edmonson,Kentucky,24152,843
Elliott,Kentucky,9478,346
Estill,Kentucky,44449,1546
Fayette,Kentucky,7252574,162515
Fleming,Kentucky,73513,2181
Floyd,Kentucky,297828,7878
Franklin,Kentucky,667303,16824
Fulton,Kentucky,48875,1546
Gallatin,Kentucky,27331,838
Garrard,Kentucky,49372,1473
Grant,Kentucky,146628,4116
Graves,Kentucky,317799,9117
Grayson,Kentucky,204734,6268
Green,Kentucky,35006,1189
Greenup,Kentucky,180278,5298
Hancock,Kentucky,207817,3293
Hardin,Kentucky,1472472,37241
Harlan,Kentucky,158287,4447
Harrison,Kentucky,177924,4228
Hart,Kentucky,145927,4315
Henderson,Kentucky,686160,16525
Henry,Kentucky,65199,1964
Hickman,Kentucky,30628,854
Hopkins,Kentucky,594380,14166
Jackson,Kentucky,34138,986
Jefferson,Kentucky,23283086,447035
Jessamine,Kentucky,629272,16638
Johnson,Kentucky,129423,3821
Kenton,Kentucky,3066999,59179
Knott,Kentucky,59660,1745
Knox,Kentucky,228410,8895
Larue,Kentucky,67736,1976
Laurel,Kentucky,788078,24111
Lawrence,Kentucky,85389,2394
Lee,Kentucky,37312,1618
Leslie,Kentucky,42450,1132
Letcher,Kentucky,116651,3422
Lewis,Kentucky,40292,1287
Lincoln,Kentucky,79661,2479
Livingston,Kentucky,70544,1712
Logan,Kentucky,367849,7593
Lyon,Kentucky,41611,1354
McCracken,Kentucky,1403758,33557
McCreary,Kentucky,35290,1441
McLean,Kentucky,51273,1178
Madison,Kentucky,935192,24803
Magoffin,Kentucky,32994,1098
Marion,Kentucky,318921,8521
Marshall,Kentucky,423194,9374
Martin,Kentucky,36389,1196
Mason,Kentucky,264812,6939
Meade,Kentucky,131997,3455
Menifee,Kentucky,14497,462
Mercer,Kentucky,201166,4681
Metcalfe,Kentucky,38715,1264
Monroe,Kentucky,92016,2698
Montgomery,Kentucky,323394,9663
Morgan,Kentucky,68455,1909
Muhlenberg,Kentucky,221552,6280
Nelson,Kentucky,650339,14323
Nicholas,Kentucky,12801,466
Ohio,Kentucky,244493,7227
Oldham,Kentucky,540409,12830
Owen,Kentucky,35571,1055
Owsley,Kentucky,9684,390
Pendleton,Kentucky,65022,1656
Perry,Kentucky,342132,8930
Pike,Kentucky,747920,17800
Powell,Kentucky,47390,1568
Pulaski,Kentucky,772961,21422
Robertson,Kentucky,3879,173
Rockcastle,Kentucky,92777,3059
Rowan,Kentucky,264803,8027
Russell,Kentucky,146422,4833
Scott,Kentucky,1242442,23359
Shelby,Kentucky,632725,18492
Simpson,Kentucky,345392,8266
Spencer,Kentucky,33550,1158
Taylor,Kentucky,309607,10263
Todd,Kentucky,47327,1443
Trigg,Kentucky,63867,2267
Trimble,Kentucky,36659,757
Union,Kentucky,166746,3860
Warren,Kentucky,2301805,55523
Washington,Kentucky,111959,2888
Wayne,Kentucky,119130,4293
Webster,Kentucky,68146,1721
Whitley,Kentucky,364089,10776
Wolfe,Kentucky,19721,707
Woodford,Kentucky,374658,7930
Acadia Parish,Louisiana,429620,12545
Allen Parish,Louisiana,125182,3521
Ascension Parish,Louisiana,2151614,37849
Assumption Parish,Louisiana,120768,2883
Avoyelles Parish,Louisiana,258722,8585
Beauregard Parish,Louisiana,263319,6593
Bienville Parish,Louisiana,120401,3121
Bossier Parish,Louisiana,1312092,36461
Caddo Parish,Louisiana,4338855,99124
Calcasieu Parish,Louisiana,3602061,78604
Caldwell Parish,Louisiana,53669,1636
Cameron Parish,Louisiana,241383,1805
Catahoula Parish,Louisiana,44310,1477
Claiborne Parish,Louisiana,90964,2452
Concordia Parish,Louisiana,135884,3836
De Soto Parish,Louisiana,238588,4585
East Baton Rouge Parish,Louisiana,12589042,247885
East Carroll Parish,Louisiana,42238,1198
East Feliciana Parish,Louisiana,134506,3336
Evangeline Parish,Louisiana,200705,6074
Franklin Parish,Louisiana,93300,3632
Grant Parish,Louisiana,62497,1884
Iberia Parish,Louisiana,1080713,22349
Iberville Parish,Louisiana,948812,12161
Jackson Parish,Louisiana,107382,2560
Jefferson Parish,Louisiana,8477939,177136
Jefferson Davis Parish,Louisiana,224389,6473
Lafayette Parish,Louisiana,6005511,126289
Lafourche Parish,Louisiana,1255752,26027
Lincoln Parish,Louisiana,564712,15654
Livingston Parish,Louisiana,794265,21863
Madison Parish,Louisiana,76880,2575
Morehouse Parish,Louisiana,170700,5606
Natchitoches Parish,Louisiana,409336,11366
Orleans Parish,Louisiana,8417729,177577
Ouachita Parish,Louisiana,2434001,61535
Plaquemines Parish,Louisiana,586559,8852
Pointe Coupee Parish,Louisiana,154621,3951
Rapides Parish,Louisiana,1826548,45486
Red River Parish,Louisiana,74118,1884
Richland Parish,Louisiana,198394,5646
Sabine Parish,Louisiana,165522,4517
St. Bernard Parish,Louisiana,377162,7955
St. Charles Parish,Louisiana,1529284,21224
St. Helena Parish,Louisiana,42037,1113
St. James Parish,Louisiana,493503,6661
St. John the Baptist Parish,Louisiana,924396,16891
St. Landry Parish,Louisiana,844929,22455
St. Martin Parish,Louisiana,458804,10991
St. Mary Parish,Louisiana,957659,18613
St. Tammany Parish,Louisiana,3362821,76879
Tangipahoa Parish,Louisiana,1322730,36780
Tensas Parish,Louisiana,15272,440
Terrebonne Parish,Louisiana,2185457,44441
Union Parish,Louisiana,138887,4528
Vermilion Parish,Louisiana,368674,9386
Vernon Parish,Louisiana,259591,7500
Washington Parish,Louisiana,284933,8620
Webster Parish,Louisiana,402112,10077
West Baton Rouge Parish,Louisiana,550523,11337
West Carroll Parish,Louisiana,44189,1591
West Feliciana Parish,Louisiana,193498,3183
Winn Parish,Louisiana,157452,4041
Androscoggin,Maine,1884048,45409
Aroostook,Maine,765987,20566
Cumberland,Maine,8867204,173456
Franklin,Maine,300007,9113
Hancock,Maine,730382,16919
Kennebec,Maine,1987749,49345
Knox,Maine,622878,14901
Lincoln,Maine,350805,8651
Oxford,Maine,523242,14028
Penobscot,Maine,2414763,56959
Piscataquis,Maine,168433,4868
Sagadahoc,Maine,655942,13697
Somerset,Maine,527630,12521
Waldo,Maine,423393,9171
Washington,Maine,269732,7184
York,Maine,2381430,55380
Allegany,Maryland,844066,23845
Anne Arundel,Maryland,14152363,246375
Baltimore,Maryland,17382075,334249
Calvert,Maryland,893588,19274
Caroline,Maryland,290365,7339
Carroll,Maryland,2150609,52257
Cecil,Maryland,1310379,26370
Charles,Maryland,1297451,33267
Dorchester,Maryland,370913,9516
Frederick,Maryland,4469659,92712
Garrett,Maryland,369604,10228
Harford,Maryland,3381015,75058
Howard,Maryland,11955340,176880
Kent,Maryland,249478,6742
Montgomery,Maryland,29395002,441094
Prince George's,Maryland,13405646,269979
Queen Anne's,Maryland,504775,12709
St. Mary's,Maryland,1784820,33065
Somerset,Maryland,156404,4088
Talbot,Maryland,734819,17834
Washington,Maryland,2457239,60536
Wicomico,Maryland,1463743,36323
Worcester,Maryland,706994,19182
Baltimore city,Maryland,18801796,298313
Barnstable,Massachusetts,3708270,77126
Berkshire,Massachusetts,2600828,53403
Bristol,Massachusetts,9498967,202583
Dukes,Massachusetts,358125,5791
Essex,Massachusetts,16222339,296128
Franklin,Massachusetts,860152,20475
Hampden,Massachusetts,8023767,171590
Hampshire,Massachusetts,1998007,50276
Middlesex,Massachusetts,74983736,908187
Nantucket,Massachusetts,351788,4896
Norfolk,Massachusetts,20956065,338648
Plymouth,Massachusetts,8387017,175318
Suffolk,Massachusetts,59801476,639470
Worcester,Massachusetts,15966702,311688
Alcona,Michigan,37578,1054
Alger,Michigan,72840,1701
Allegan,Michigan,1893078,38732
Alpena,Michigan,370707,10211
Antrim,Michigan,135187,3924
Arenac,Michigan,138318,3476
Baraga,Michigan,68969,1806
Barry,Michigan,436715,10952
Bay,Michigan,1267077,30388
Benzie,Michigan,116513,3366
Berrien,Michigan,2595964,55103
Branch,Michigan,451110,11493
Calhoun,Michigan,2696464,52874
Cass,Michigan,282738,7959
Charlevoix,Michigan,375927,8696
Cheboygan,Michigan,164371,4329
Chippewa,Michigan,273661,8734
Clare,Michigan,234094,6337
Clinton,Michigan,661807,16319
Crawford,Michigan,128009,3345
Delta,Michigan,443640,11872
Dickinson,Michigan,603753,12373
Eaton,Michigan,1988558,42602
Emmet,Michigan,644651,15707
Genesee,Michigan,5220384,121287
Gladwin,Michigan,155783,4035
Gogebic,Michigan,124908,3862
Grand Traverse,Michigan,1987738,46158
Gratiot,Michigan,427557,11187
Hillsdale,Michigan,425270,10754
Houghton,Michigan,307428,9100
Huron,Michigan,434238,10648
Ingham,Michigan,5274815,112022
Ionia,Michigan,442189,11296
Iosco,Michigan,236104,6574
Iron,Michigan,91432,2569
Isabella,Michigan,903990,24841
Jackson,Michigan,2514499,52001
Kalamazoo,Michigan,5435732,111113
Kalkaska,Michigan,211157,4086
Kent,Michigan,17910703,369296
Keweenaw,Michigan,8378,276
Lake,Michigan,32563,1048
Lapeer,Michigan,684525,19359
Leelanau,Michigan,194482,4597
Lenawee,Michigan,919581,23514
Livingston,Michigan,2262192,54457
Luce,Michigan,51850,1436
Mackinac,Michigan,123997,2098
Macomb,Michigan,16244731,314200
Manistee,Michigan,226259,5864
Marquette,Michigan,856970,21178
Mason,Michigan,373196,9081
Mecosta,Michigan,338839,9727
Menominee,Michigan,198319,5304
Midland,Michigan,2386230,34660
Missaukee,Michigan,78887,2289
Monroe,Michigan,1694913,37147
Montcalm,Michigan,475240,13361
Montmorency,Michigan,62267,1677
Muskegon,Michigan,2225283,56186
Newaygo,Michigan,428136,10347
Oakland,Michigan,43751579,712858
Oceana,Michigan,177173,5004
Ogemaw,Michigan,182102,5343
Ontonagon,Michigan,24944,880
Osceola,Michigan,279707,6286
Oscoda,Michigan,53039,1504
Otsego,Michigan,333650,9074
Ottawa,Michigan,5224902,115406
Presque Isle,Michigan,70239,2047
Roscommon,Michigan,129143,4245
Saginaw,Michigan,3396874,80175
St. Clair,Michigan,1712736,41281
St. Joseph,Michigan,874639,19513
Sanilac,Michigan,308658,8361
Schoolcraft,Michigan,75216,1791
Shiawassee,Michigan,492268,13841
Tuscola,Michigan,357262,9251
Van Buren,Michigan,767173,16106
Washtenaw,Michigan,9184038,155894
Wayne,Michigan,36938915,659107
Wexford,Michigan,490605,12698
Aitkin,Minnesota,120674,3452
Anoka,Minnesota,5949475,122676
Becker,Minnesota,409794,10489
Beltrami,Minnesota,557407,15314
Benton,Minnesota,709681,16176
Big Stone,Minnesota,51421,1416
Blue Earth,Minnesota,1387508,36596
Brown,Minnesota,538217,13377
Carlton,Minnesota,328643,7418
Carver,Minnesota,2110396,38612
Cass,Minnesota,223338,6559
Chippewa,Minnesota,191672,4950
Chisago,Minnesota,635591,14228
Clay,Minnesota,614936,17981
Clearwater,Minnesota,107630,2325
Cook,Minnesota,73349,2105
Cottonwood,Minnesota,135236,3824
Crow Wing,Minnesota,1065000,26793
Dakota,Minnesota,9892812,187615
Dodge,Minnesota,208474,4646
Douglas,Minnesota,770747,17998
Faribault,Minnesota,162579,4009
Fillmore,Minnesota,165390,4531
Freeborn,Minnesota,450698,11246
Goodhue,Minnesota,971845,20778
Grant,Minnesota,52746,1473
Hennepin,Minnesota,60401828,918514
Houston,Minnesota,139961,4291
Hubbard,Minnesota,174419,4668
Isanti,Minnesota,363431,9497
Itasca,Minnesota,552746,13454
Jackson,Minnesota,158320,3912
Kanabec,Minnesota,123292,3032
Kandiyohi,Minnesota,754842,19055
Kittson,Minnesota,43114,1233
Koochiching,Minnesota,143460,3765
Lac qui Parle,Minnesota,54101,1687
Lake,Minnesota,126773,3273
Lake of the Woods,Minnesota,50207,1402
Le Sueur,Minnesota,345444,7838
Lincoln,Minnesota,39288,1264
Lyon,Minnesota,526057,12905
McLeod,Minnesota,680994,15507
Mahnomen,Minnesota,56825,1744
Marshall,Minnesota,69000,1580
Martin,Minnesota,321966,7639
Meeker,Minnesota,249514,6317
Mille Lacs,Minnesota,292722,8815
Morrison,Minnesota,286295,8049
Mower,Minnesota,689637,13814
Murray,Minnesota,89379,2567
Nicollet,Minnesota,659510,14287
Nobles,Minnesota,369767,8737
Norman,Minnesota,57523,1377
Olmsted,Minnesota,6105318,98101
Otter Tail,Minnesota,711487,18884
Pennington,Minnesota,421181,8954
Pine,Minnesota,200701,7110
Pipestone,Minnesota,107065,3092
Polk,Minnesota,354446,9304
Pope,Minnesota,173825,3992
Ramsey,Minnesota,18058479,303494
Red Lake,Minnesota,21863,653
Redwood,Minnesota,215024,5798
Renville,Minnesota,168269,4090
Rice,Minnesota,938874,24634
Rock,Minnesota,98113,2936
Roseau,Minnesota,265401,6523
St. Louis,Minnesota,3961153,88802
Scott,Minnesota,2486481,50170
Sherburne,Minnesota,1006630,22273
Sibley,Minnesota,119962,3095
Stearns,Minnesota,3962156,84649
Steele,Minnesota,933084,19731
Stevens,Minnesota,176461,4445
Swift,Minnesota,108450,2986
Todd,Minnesota,221756,5905
Traverse,Minnesota,30074,781
Wabasha,Minnesota,198176,5351
Wadena,Minnesota,144489,4027
Waseca,Minnesota,164062,4273
Washington,Minnesota,3633289,82118
Watonwan,Minnesota,131670,3835
Wilkin,Minnesota,63126,1655
Winona,Minnesota,874739,23817
Wright,Minnesota,1692140,38382
Yellow Medicine,Minnesota,163451,3739
Adams,Mississippi,374632,10506
Alcorn,Mississippi,450255,12408
Amite,Mississippi,55726,1545
Attala,Mississippi,167842,4007
Benton,Mississippi,34230,1055
Bolivar,Mississippi,304224,8925
Calhoun,Mississippi,70490,2378
Carroll,Mississippi,19606,702
Chickasaw,Mississippi,162355,5698
Choctaw,Mississippi,68473,1426
Claiborne,Mississippi,144588,2244
Clarke,Mississippi,105651,2511
Clay,Mississippi,167741,4431
Coahoma,Mississippi,202455,5692
Copiah,Mississippi,178301,5673
Covington,Mississippi,143210,4184
DeSoto,Mississippi,1862809,53844
Forrest,Mississippi,1323366,31407
Franklin,Mississippi,64788,1590
George,Mississippi,122932,3723
Greene,Mississippi,31903,749
Grenada,Mississippi,288400,8523
Hancock,Mississippi,358827,9187
Harrison,Mississippi,2905417,74310
Hinds,Mississippi,4682695,98300
Holmes,Mississippi,69716,2338
Humphreys,Mississippi,43611,1493
Issaquena,Mississippi,3018,99
Itawamba,Mississippi,190501,5388
Jackson,Mississippi,2305852,45116
Jasper,Mississippi,164216,3291
Jefferson,Mississippi,19766,535
Jefferson Davis,Mississippi,90594,2391
Jones,Mississippi,855171,22215
Kemper,Mississippi,61039,1310
Lafayette,Mississippi,626671,18028
Lamar,Mississippi,579070,18761
Lauderdale,Mississippi,1042403,28291
Lawrence,Mississippi,88084,1918
Leake,Mississippi,129505,4490
Lee,Mississippi,1831657,47722
Leflore,Mississippi,430010,12170
Lincoln,Mississippi,399458,11029
Lowndes,Mississippi,872842,20903
Madison,Mississippi,2306631,52375
Marion,Mississippi,280910,6981
Marshall,Mississippi,251153,6786
Monroe,Mississippi,337843,7913
Montgomery,Mississippi,62189,2106
Neshoba,Mississippi,429900,9953
Newton,Mississippi,114147,3319
Noxubee,Mississippi,53869,1612
Oktibbeha,Mississippi,386556,12680
Panola,Mississippi,311778,8700
Pearl River,Mississippi,259608,8207
Perry,Mississippi,82725,1790
Pike,Mississippi,392805,12957
Pontotoc,Mississippi,392126,11850
Prentiss,Mississippi,171560,5553
Quitman,Mississippi,16056,574
Rankin,Mississippi,2308584,55680
Scott,Mississippi,395255,10980
Sharkey,Mississippi,23047,736
Simpson,Mississippi,151229,5423
Smith,Mississippi,84884,2031
Stone,Mississippi,101540,3095
Sunflower,Mississippi,177009,5388
Tallahatchie,Mississippi,53930,1651
Tate,Mississippi,126341,4081
Tippah,Mississippi,185416,5552
Tishomingo,Mississippi,155823,4768
Tunica,Mississippi,208243,6388
Union,Mississippi,378313,10821
Walthall,Mississippi,72786,2140
Warren,Mississippi,596703,15483
Washington,Mississippi,456099,13344
Wayne,Mississippi,151703,4246
Webster,Mississippi,58690,1602
Wilkinson,Mississippi,37815,1318
Winston,Mississippi,212036,5337
Yalobusha,Mississippi,82892,2463
Yazoo,Mississippi,150735,4272
Adair,Missouri,277401,8512
Andrew,Missouri,53319,1709
Atchison,Missouri,39309,1185
Audrain,Missouri,242613,6644
Barry,Missouri,524044,12318
Barton,Missouri,79315,2337
Bates,Missouri,91297,2897
Benton,Missouri,56857,2312
Bollinger,Missouri,41405,1382
Boone,Missouri,3131656,77590
Buchanan,Missouri,1999960,43604
Butler,Missouri,529733,15330
Caldwell,Missouri,45981,1465
Callaway,Missouri,510014,11888
Camden,Missouri,463138,13586
Cape Girardeau,Missouri,1484408,37198
Carroll,Missouri,51525,1670
Carter,Missouri,25958,1102
Cass,Missouri,738099,21763
Cedar,Missouri,67858,2470
Chariton,Missouri,42258,1328
Christian,Missouri,477243,15110
Clark,Missouri,25239,1000
Clay,Missouri,5597347,106347
Clinton,Missouri,92791,2836
Cole,Missouri,1433682,35586
Cooper,Missouri,115837,3876
Crawford,Missouri,204687,5618
Dade,Missouri,36000,1190
Dallas,Missouri,46325,2172
Daviess,Missouri,27840,981
DeKalb,Missouri,73086,2116
Dent,Missouri,130330,3728
Douglas,Missouri,54849,2163
Dunklin,Missouri,195794,6930
Franklin,Missouri,1443078,36303
Gasconade,Missouri,141677,5227
Gentry,Missouri,50455,1884
Greene,Missouri,6691910,159337
Grundy,Missouri,66220,2302
Harrison,Missouri,44017,1877
Henry,Missouri,244123,6734
Hickory,Missouri,21140,833
Holt,Missouri,34840,943
Howard,Missouri,65023,2258
Howell,Missouri,410232,12510
Iron,Missouri,64779,1921
Jackson,Missouri,18448502,346087
Jasper,Missouri,1983908,50731
Jefferson,Missouri,1529483,41728
Johnson,Missouri,322801,10428
Knox,Missouri,18227,628
Laclede,Missouri,390021,11501
Lafayette,Missouri,207614,6574
Lawrence,Missouri,223730,6724
Lewis,Missouri,57364,2039
Lincoln,Missouri,369940,9510
Linn,Missouri,112148,3163
Livingston,Missouri,162328,4938
McDonald,Missouri,203014,5907
Macon,Missouri,112594,3641
Madison,Missouri,92246,3225
Maries,Missouri,31070,954
Marion,Missouri,439988,11790
Mercer,Missouri,11620,417
Miller,Missouri,210949,6437
Mississippi,Missouri,71015,2245
Moniteau,Missouri,95549,2921
Monroe,Missouri,44523,1481
Montgomery,Missouri,71745,2182
Morgan,Missouri,94240,3299
New Madrid,Missouri,193314,5147
Newton,Missouri,854567,20955
Nodaway,Missouri,199318,5893
Oregon,Missouri,37470,1638
Osage,Missouri,131759,3725
Ozark,Missouri,21109,906
Pemiscot,Missouri,124141,4127
Perry,Missouri,365100,9618
Pettis,Missouri,589709,17561
Phelps,Missouri,481285,14211
Pike,Missouri,143336,3994
Platte,Missouri,1892246,42491
Polk,Missouri,369924,8220
Pulaski,Missouri,272226,8486
Putnam,Missouri,18958,651
Ralls,Missouri,134280,2681
Randolph,Missouri,278048,7721
Ray,Missouri,109070,3116
Reynolds,Missouri,59056,1402
Ripley,Missouri,55339,2432
St. Charles,Missouri,6057298,137879
St. Clair,Missouri,33371,1285
Ste. Genevieve,Missouri,217635,5192
St. Francois,Missouri,664745,19465
St. Louis,Missouri,35928329,615038
Saline,Missouri,240994,7172
Schuyler,Missouri,11796,378
Scotland,Missouri,27216,877
Scott,Missouri,515653,14040
Shannon,Missouri,30077,1218
Shelby,Missouri,31867,1139
Stoddard,Missouri,329676,8724
Stone,Missouri,155284,5276
Sullivan,Missouri,88969,2073
Taney,Missouri,733752,24553
Texas,Missouri,136694,4546
Vernon,Missouri,202934,5873
Warren,Missouri,253920,6797
Washington,Missouri,93809,3212
Wayne,Missouri,41827,1874
Webster,Missouri,191318,5865
Worth,Missouri,3878,156
Wright,Missouri,100286,3450
St. Louis city,Missouri,11828142,206087
Beaverhead,Montana,84280,2582
Big Horn,Montana,121678,2285
Blaine,Montana,41897,991
Broadwater,Montana,27813,898
Carbon,Montana,65416,2233
Carter,Montana,4724,124
Cascade,Montana,1239335,30591
Chouteau,Montana,24178,717
Custer,Montana,135706,3916
Daniels,Montana,23718,546
Dawson,Montana,115309,2531
Deer Lodge,Montana,123725,2750
Fallon,Montana,57648,974
Fergus,Montana,124535,3398
Flathead,Montana,1573003,39605
Gallatin,Montana,2095330,48670
Garfield,Montana,3725,135
Glacier,Montana,86130,1989
Golden Valley,Montana,1337,62
Granite,Montana,21676,621
Hill,Montana,172442,5032
Jefferson,Montana,70648,1885
Judith Basin,Montana,7431,189
Lake,Montana,209884,5792
Lewis and Clark,Montana,1046726,25616
Liberty,Montana,9815,356
Lincoln,Montana,122010,4055
McCone,Montana,13223,343
Madison,Montana,63446,1624
Meagher,Montana,8941,318
Mineral,Montana,22492,730
Missoula,Montana,1936967,51140
Musselshell,Montana,43747,844
Park,Montana,184738,5091
Petroleum,Montana,263,17
Phillips,Montana,24828,818
Pondera,Montana,39574,1220
Powder River,Montana,9044,296
Powell,Montana,39125,1086
Prairie,Montana,4340,173
Ravalli,Montana,322675,9634
Richland,Montana,246516,4558
Roosevelt,Montana,59693,1756
Rosebud,Montana,115504,2213
Sanders,Montana,65951,2138
Sheridan,Montana,27151,809
Silver Bow,Montana,495217,13121
Stillwater,Montana,181333,2583
Sweet Grass,Montana,68456,1258
Teton,Montana,35727,1032
Toole,Montana,52182,1345
Treasure,Montana,2714,59
Valley,Montana,76758,2168
Wheatland,Montana,12522,415
Wibaux,Montana,3848,128
Yellowstone,Montana,3164232,70191
Adams,Nebraska,510143,13455
Antelope,Nebraska,62393,1592
Arthur,Nebraska,2026,62
Banner,Nebraska,1253,38
Blaine,Nebraska,949,27
Boone,Nebraska,53121,1449
Box Butte,Nebraska,104369,2950
Boyd,Nebraska,13992,472
Brown,Nebraska,30093,967
Buffalo,Nebraska,888536,23133
Burt,Nebraska,41475,1120
Butler,Nebraska,71148,1972
Cass,Nebraska,159707,4331
Cedar,Nebraska,62109,1850
Chase,Nebraska,37476,1094
Cherry,Nebraska,45824,1568
Cheyenne,Nebraska,230955,4545
Clay,Nebraska,41575,1113
Colfax,Nebraska,178887,4016
Cuming,Nebraska,105088,2809
Custer,Nebraska,112015,3125
Dakota,Nebraska,509871,11948
Dawes,Nebraska,61799,2136
Dawson,Nebraska,326884,8968
Deuel,Nebraska,9909,306
Dixon,Nebraska,40938,1163
Dodge,Nebraska,609676,16396
Douglas,Nebraska,16128847,314745
Dundy,Nebraska,12115,344
Fillmore,Nebraska,71030,1692
Franklin,Nebraska,11414,388
