STATEFP,COUNTYFP,state_abb,state,county,pct.forest,pct.employees,pct.earnings,pct.indigenous,nonmetro,rural
12,121,FL,Florida,Suwannee,54.85,0.74,1.28,0.22,1,0
12,123,FL,Florida,Taylor,96.61,5.17,6.57,0.49,1,0
12,125,FL,Florida,Union,86.89,2.03,2.96,0.75,1,0
12,127,FL,Florida,Volusia,58.46,0.1,0.08,0.44,0,0
12,129,FL,Florida,Wakulla,80.44,0,0,0.12,0,0
12,131,FL,Florida,Walton,80.59,0.52,0.36,0.75,0,0
12,133,FL,Florida,Washington,72.84,2.37,3.25,1.71,1,0
13,1,GA,Georgia,Appling,72.04,4.16,3.11,0.39,1,0
13,3,GA,Georgia,Atkinson,70.7,14.23,17.7,0.73,1,1
13,5,GA,Georgia,Bacon,64.63,1.44,1.73,0.22,1,0
13,7,GA,Georgia,Baker,58.01,0,0,0.85,0,0
13,9,GA,Georgia,Baldwin,70.36,0,0,0.31,1,0
13,11,GA,Georgia,Banks,59.19,0.86,1.36,0.36,1,1
13,13,GA,Georgia,Barrow,45,0.9,0.74,0.18,0,0
13,15,GA,Georgia,Bartow,53.96,0.25,0.22,0.25,0,0
13,17,GA,Georgia,Ben Hill,59.63,7.43,10.79,0.05,1,0
13,19,GA,Georgia,Berrien,55.27,0,0,0.48,1,0
13,21,GA,Georgia,Bibb,49.83,1.97,2.79,0.22,0,0
13,23,GA,Georgia,Bleckley,58.32,4.36,8.2,0.07,1,0
13,25,GA,Georgia,Brantley,90.69,12.35,15.75,0.2,0,0
13,27,GA,Georgia,Brooks,55.8,0,0,0.04,0,0
13,29,GA,Georgia,Bryan,69.47,0,0,0.52,0,0
13,31,GA,Georgia,Bulloch,66.54,1.24,1.78,0.6,1,0
13,33,GA,Georgia,Burke,60.06,0.33,0.2,0.02,0,0
13,35,GA,Georgia,Butts,64.23,0,0,0.29,0,0
13,37,GA,Georgia,Calhoun,46.36,0,0,0,1,1
13,39,GA,Georgia,Camden,67.36,0,0,0.81,1,0
13,43,GA,Georgia,Candler,53.68,0,0,0.64,1,0
13,45,GA,Georgia,Carroll,52.57,0.63,0.62,0.94,0,0
13,47,GA,Georgia,Catoosa,42.68,0,0,0.37,0,0
13,49,GA,Georgia,Charlton,92.79,6.52,7.97,2.01,1,0
13,51,GA,Georgia,Chatham,30.55,0.82,1.71,0.4,0,0
13,53,GA,Georgia,Chattahoochee,83.91,0,0,0.67,0,0
13,55,GA,Georgia,Chattooga,87.44,0.97,1.37,0.12,1,0
13,57,GA,Georgia,Cherokee,48.72,0.42,0.49,0.41,0,0
13,59,GA,Georgia,Clarke,32.49,0.31,0.43,0.2,0,0
13,61,GA,Georgia,Clay,54.16,0,0,0,1,1
13,63,GA,Georgia,Clayton,22.16,0.22,0.37,0.25,0,0
13,65,GA,Georgia,Clinch,100.46,2.77,4.05,0.06,1,0
13,67,GA,Georgia,Cobb,12.06,0.31,0.24,0.3,0,0
13,69,GA,Georgia,Coffee,52.28,2.43,2.71,0.18,1,0
13,71,GA,Georgia,Colquitt,44.61,5.78,5.53,0.56,1,0
13,73,GA,Georgia,Columbia,50.99,0.53,0.58,0.3,0,0
13,75,GA,Georgia,Cook,52.85,0.83,0.85,0.26,1,0
13,77,GA,Georgia,Coweta,58.71,0,0,0.24,0,0
13,79,GA,Georgia,Crawford,83.85,8.6,12.51,0,0,0
13,81,GA,Georgia,Crisp,45.6,5.18,9.71,0.13,1,0
13,83,GA,Georgia,Dade,70.02,0,0,0.15,0,0
13,85,GA,Georgia,Dawson,77.28,0,0,0.05,0,0
13,87,GA,Georgia,Decatur,51.41,0.48,0.52,0.07,1,0
13,89,GA,Georgia,DeKalb,25.58,0.36,0.35,0.8,0,0
13,91,GA,Georgia,Dodge,75.35,0.79,0.83,0.01,1,0
13,93,GA,Georgia,Dooly,35.71,0,0,0.06,1,0
13,95,GA,Georgia,Dougherty,63.65,2.99,5.01,0.25,0,0
13,97,GA,Georgia,Douglas,65.3,0,0,0.12,0,0
13,99,GA,Georgia,Early,55.67,0,0,0.09,1,0
13,101,GA,Georgia,Echols,90.83,11.11,17.62,2.05,0,0
13,103,GA,Georgia,Effingham,75.04,0.89,0.76,0.17,0,0
13,105,GA,Georgia,Elbert,59.79,0,0,0,1,0
13,107,GA,Georgia,Emanuel,72.5,4.83,6.39,0.05,1,0
13,109,GA,Georgia,Evans,74.66,0,0,0.01,1,0
13,111,GA,Georgia,Fannin,83.33,0.94,1.05,0.47,1,1
13,113,GA,Georgia,Fayette,28.05,0,0,0.35,0,0
13,115,GA,Georgia,Floyd,59.53,2.25,5.47,0.18,0,0
13,117,GA,Georgia,Forsyth,38.22,0.46,0.48,0.23,0,0
13,119,GA,Georgia,Franklin,43.28,1.36,1.5,0.07,1,1
13,121,GA,Georgia,Fulton,33.74,0.16,0.13,0.41,0,0
13,123,GA,Georgia,Gilmer,89.1,1.88,2.12,1.76,1,0
13,125,GA,Georgia,Glascock,86.37,0,0,0.56,1,1
13,127,GA,Georgia,Glynn,48.66,0.4,0.69,0.5,0,0
13,129,GA,Georgia,Gordon,49.35,0,0,0.85,1,0
13,131,GA,Georgia,Grady,54.02,3.49,3.88,0.9,1,0
13,133,GA,Georgia,Greene,72.87,1.62,1.95,0.02,1,0
13,135,GA,Georgia,Gwinnett,28.31,0.5,0.5,0.42,0,0
13,137,GA,Georgia,Habersham,65.2,0.56,0.69,0.66,1,0
13,139,GA,Georgia,Hall,37.29,0.21,0.18,0.26,0,0
13,141,GA,Georgia,Hancock,89.51,0,0,0.16,1,0
13,143,GA,Georgia,Haralson,65.82,0,0,0.31,0,0
13,145,GA,Georgia,Harris,77.62,1.58,1.68,0.13,0,0
13,147,GA,Georgia,Hart,34.41,0,0,0.07,1,0
13,149,GA,Georgia,Heard,58.91,0.41,0.29,0.19,0,0
13,151,GA,Georgia,Henry,44.32,0.12,0.12,0.07,0,0
13,153,GA,Georgia,Houston,50.67,0.08,0.08,0.42,0,0
13,155,GA,Georgia,Irwin,47.27,0,0,0.14,1,0
13,157,GA,Georgia,Jackson,50.15,2.01,2.33,0.14,1,0
13,159,GA,Georgia,Jasper,78.53,12.21,15.18,0.06,0,0
13,161,GA,Georgia,Jeff Davis,65.24,20.5,30.84,0,1,0
13,163,GA,Georgia,Jefferson,66.46,11.86,15.57,0.13,1,0
13,165,GA,Georgia,Jenkins,66.94,0.49,0.56,1.44,1,0
13,167,GA,Georgia,Johnson,81.57,7.21,10.78,0,1,0
13,169,GA,Georgia,Jones,79.8,1.76,1.68,0.2,0,0
13,171,GA,Georgia,Lamar,83.51,0,0,0.1,0,0
13,173,GA,Georgia,Lanier,75.38,4.09,5.99,0.27,0,0
13,175,GA,Georgia,Laurens,69.6,1.13,1.3,0.11,1,0
13,177,GA,Georgia,Lee,63.53,6.46,8.5,0.23,0,0
13,179,GA,Georgia,Liberty,65.4,0.74,0.92,0.98,0,0
13,181,GA,Georgia,Lincoln,69.39,13.86,17.49,0.08,0,0
13,183,GA,Georgia,Long,90.86,0,0,0.8,0,0
13,185,GA,Georgia,Lowndes,61.89,1.91,3.51,0.37,0,0
13,187,GA,Georgia,Lumpkin,80.85,0,0,0.74,1,0
13,189,GA,Georgia,McDuffie,66.97,2.39,3.84,0.91,0,0
13,191,GA,Georgia,McIntosh,56.27,0,0,0.25,0,0
13,193,GA,Georgia,Macon,54.88,3.55,3.8,0.21,1,0
13,195,GA,Georgia,Madison,48.32,0.45,0.19,0.28,0,0
13,197,GA,Georgia,Marion,74.83,4.7,3.92,0.59,0,0
13,199,GA,Georgia,Meriwether,82.32,2.28,3.17,0.14,0,0
13,201,GA,Georgia,Miller,44.37,0,0,0.77,1,1
13,205,GA,Georgia,Mitchell,40.72,0.04,0.04,0.25,1,0
13,207,GA,Georgia,Monroe,71.6,3.39,3.03,0.19,0,0
13,209,GA,Georgia,Montgomery,88.33,9.54,11.18,0.22,1,1
13,211,GA,Georgia,Morgan,70.97,0.65,0.81,0.2,0,0
13,213,GA,Georgia,Murray,64.46,0.12,0.15,0.12,0,0
13,215,GA,Georgia,Muscogee,48.28,0.07,0.06,0.58,0,0
13,217,GA,Georgia,Newton,41,1.4,2.05,0.38,0,0
13,219,GA,Georgia,Oconee,57.15,0.08,0.22,0.05,0,0
13,221,GA,Georgia,Oglethorpe,84.17,0.65,0.85,0.16,0,0
13,223,GA,Georgia,Paulding,56.85,0,0,0.34,0,0
13,225,GA,Georgia,Peach,36.8,0,0,0.23,0,0
13,227,GA,Georgia,Pickens,74.46,0.96,0.96,0.77,0,0
13,229,GA,Georgia,Pierce,48.41,12.51,17,0.31,1,0
13,231,GA,Georgia,Pike,67.99,1.32,1.47,0,0,0
13,233,GA,Georgia,Polk,66.56,0,0,0.54,1,0
13,235,GA,Georgia,Pulaski,51.36,0,0,0.15,0,0
13,237,GA,Georgia,Putnam,63.81,9.78,14.34,0.04,1,0
13,239,GA,Georgia,Quitman,88.65,0,0,0.22,1,1
13,241,GA,Georgia,Rabun,87.14,0,0,0.56,1,0
13,243,GA,Georgia,Randolph,68.64,12,14.97,0,1,0
13,245,GA,Georgia,Richmond,61.43,1.38,2.32,0.47,0,0
13,247,GA,Georgia,Rockdale,26.42,1.49,2.15,0.48,0,0
13,249,GA,Georgia,Schley,110.76,0,0,0,1,1
13,251,GA,Georgia,Screven,80.3,0.81,1.08,0.22,1,0
13,253,GA,Georgia,Seminole,29.4,0,0,0,1,0
13,255,GA,Georgia,Spalding,66.07,1.78,2.95,0.47,0,0
13,257,GA,Georgia,Stephens,72.89,1.99,2.24,0.16,1,0
13,259,GA,Georgia,Stewart,78.53,0,0,0.23,1,1
13,261,GA,Georgia,Sumter,60.52,2.93,3.44,0.08,1,0
13,263,GA,Georgia,Talbot,83.83,3.28,2.68,0.03,1,1
13,265,GA,Georgia,Taliaferro,97.62,0,0,0,1,1
13,267,GA,Georgia,Tattnall,60.66,6.21,5.79,0.35,1,0
13,269,GA,Georgia,Taylor,99.21,0,0,0,1,1
13,271,GA,Georgia,Telfair,85.62,2.21,4.13,0.06,1,0
13,273,GA,Georgia,Terrell,72.32,0,0,0.11,0,0
13,275,GA,Georgia,Thomas,58.01,2.35,2.28,0.15,1,0
13,277,GA,Georgia,Tift,46.61,0,0,0.12,1,0
13,279,GA,Georgia,Toombs,64.8,2.35,2.69,0.01,1,0
13,281,GA,Georgia,Towns,78.37,0,0,0.56,1,1
13,283,GA,Georgia,Treutlen,82.25,0,0,0,1,0
13,285,GA,Georgia,Troup,71.96,1.2,1.3,0.19,1,0
13,287,GA,Georgia,Turner,40.18,0,0,0.21,1,0
13,289,GA,Georgia,Twiggs,90.32,0,0,0,0,0
13,291,GA,Georgia,Union,70.85,0.07,0.04,0.66,1,1
13,293,GA,Georgia,Upson,73.8,2.58,3.85,1.09,1,0
13,295,GA,Georgia,Walker,58.42,0,0,0.17,0,0
13,297,GA,Georgia,Walton,62.45,1.08,0.7,0.22,0,0
13,299,GA,Georgia,Ware,84.31,6.23,8.34,0.59,1,0
13,301,GA,Georgia,Warren,89.58,27.06,34.72,0,1,1
13,303,GA,Georgia,Washington,72.59,0.89,0.85,0.05,1,0
13,305,GA,Georgia,Wayne,84.23,11.94,24.05,0.15,1,0
13,307,GA,Georgia,Webster,66.4,7.6,6.79,0.19,1,1
13,309,GA,Georgia,Wheeler,81.34,18.79,24.97,0.45,1,1
13,311,GA,Georgia,White,91.18,0.14,0.12,0.56,1,0
13,313,GA,Georgia,Whitfield,46.96,0.63,0.78,0.71,0,0
13,315,GA,Georgia,Wilcox,75.01,3.22,2.91,0.29,1,1
13,317,GA,Georgia,Wilkes,78.28,15.87,18.79,0,1,0
13,319,GA,Georgia,Wilkinson,94.05,2.73,1.48,0.18,1,1
13,321,GA,Georgia,Worth,46.87,0,0,0.4,0,0
15,1,HI,Hawaii,Hawaii,35.76,0.2,0.14,12.88,1,0
15,3,HI,Hawaii,Honolulu,53.53,0.04,0.05,9.66,0,0
15,5,HI,Hawaii,Kalawao,0,0,0,28,0,0
15,7,HI,Hawaii,Kauai,27.27,0,0,9.57,1,0
15,9,HI,Hawaii,Maui,31.42,0,0,11.2,0,0
16,1,ID,Idaho,Ada,0.85,0.66,0.51,0.77,0,0
16,3,ID,Idaho,Adams,58,24.39,37.44,1.44,1,1
16,5,ID,Idaho,Bannock,20.75,0.2,0.25,3.2,0,0
16,7,ID,Idaho,Bear Lake,25.28,0,0,0.44,1,1
16,9,ID,Idaho,Benewah,79.86,31.12,43.78,9.78,1,0
16,11,ID,Idaho,Bingham,5.18,0,0,6.52,1,0
16,13,ID,Idaho,Blaine,20.01,0.5,0.53,0.42,1,0
16,15,ID,Idaho,Boise,71.79,5.51,9.61,1.2,0,0
16,17,ID,Idaho,Bonner,78.4,4.57,6.31,1.12,1,0
16,19,ID,Idaho,Bonneville,32,0.44,0.34,0.58,0,0
16,21,ID,Idaho,Boundary,88.77,22.13,30,1.26,1,0
16,23,ID,Idaho,Butte,11.21,0,0,0.04,0,0
16,25,ID,Idaho,Camas,32.14,0,0,0,1,1
16,27,ID,Idaho,Canyon,0,1.95,2.12,1.38,0,0
16,29,ID,Idaho,Caribou,35.98,0,0,0.17,1,0
16,31,ID,Idaho,Cassia,13.51,0,0,1.29,1,0
16,33,ID,Idaho,Clark,19.68,0,0,8.91,1,1
16,35,ID,Idaho,Clearwater,88.95,12.19,15.38,2.4,1,0
16,37,ID,Idaho,Custer,45.7,0,0,1.01,1,1
16,39,ID,Idaho,Elmore,26.68,0.29,0.29,1.91,1,0
16,41,ID,Idaho,Franklin,27.76,0,0,0.72,0,0
16,43,ID,Idaho,Fremont,43.62,1.04,0.68,0.62,1,0
16,45,ID,Idaho,Gem,11.27,5.08,8.86,1.9,0,0
16,47,ID,Idaho,Gooding,0,0,0,1.07,1,0
16,49,ID,Idaho,Idaho,80.48,9.75,14.48,3.61,1,0
16,51,ID,Idaho,Jefferson,0.88,0,0,0.61,0,0
16,53,ID,Idaho,Jerome,0,0,0,0.84,1,0
16,55,ID,Idaho,Kootenai,69.08,2.55,2.22,1.56,0,0
16,57,ID,Idaho,Latah,55.25,4.37,9.27,1.22,1,0
16,59,ID,Idaho,Lemhi,59.35,0.11,0.82,0.32,1,0
16,61,ID,Idaho,Lewis,27.67,8.02,12.12,7.31,1,1
16,63,ID,Idaho,Lincoln,0,0,0,0.49,1,1
16,65,ID,Idaho,Madison,16.18,0,0,0.26,1,0
16,67,ID,Idaho,Minidoka,0,0,0,1.02,1,0
16,69,ID,Idaho,Nez Perce,20.01,7.02,13.87,6.2,0,0
16,71,ID,Idaho,Oneida,11.61,0,0,0.21,1,1
16,73,ID,Idaho,Owyhee,7.86,0,0,3.22,0,0
16,75,ID,Idaho,Payette,0,8.14,7.04,0.68,1,0
16,77,ID,Idaho,Power,9.76,0,0,5.24,1,0
16,79,ID,Idaho,Shoshone,94.14,0.77,0.62,2.59,1,0
16,81,ID,Idaho,Teton,40.41,0,0,0.37,1,1
16,83,ID,Idaho,Twin Falls,1.23,0.27,0.25,1.01,1,0
16,85,ID,Idaho,Valley,87.03,0.73,0.92,0.25,1,1
16,87,ID,Idaho,Washington,9.87,11.68,18.33,0.96,1,0
17,1,IL,Illinois,Adams,17.32,0.06,0.04,0.48,1,0
17,3,IL,Illinois,Alexander,39.58,7.68,7.41,1.06,0,0
17,5,IL,Illinois,Bond,20.1,0,0,0.41,0,0
17,7,IL,Illinois,Boone,1.61,7.77,4.37,0.33,0,0
17,9,IL,Illinois,Brown,29.16,0,0,0.09,1,0
17,11,IL,Illinois,Bureau,6.25,0,0,0.15,1,0
17,13,IL,Illinois,Calhoun,39.24,0,0,0.02,0,0
17,15,IL,Illinois,Carroll,17.59,0,0,0.12,1,0
17,17,IL,Illinois,Cass,14.78,0,0,0.48,1,0
17,19,IL,Illinois,Champaign,1.13,0.64,0.55,0.21,0,0
17,21,IL,Illinois,Christian,4.1,0,0,0.39,1,0
17,23,IL,Illinois,Clark,22.62,0,0,0.09,1,0
17,25,IL,Illinois,Clay,14.48,0,0,0.15,1,0
17,27,IL,Illinois,Clinton,11.03,1.66,2.2,0.28,0,0
17,29,IL,Illinois,Coles,9.49,0.34,0.36,0.39,1,0
17,31,IL,Illinois,Cook,12.27,0.39,0.34,0.32,0,0
17,33,IL,Illinois,Crawford,17.25,0,0,0.14,1,0
17,35,IL,Illinois,Cumberland,4.2,0,0,0.33,1,1
17,37,IL,Illinois,DeKalb,4.05,0.88,1.24,0.06,0,0
17,39,IL,Illinois,De Witt,5.9,0,0,0.14,0,0
17,41,IL,Illinois,Douglas,3.7,4.33,4.07,0.65,1,0
17,43,IL,Illinois,DuPage,4.7,0.43,0.43,0.26,0,0
17,45,IL,Illinois,Edgar,0.89,0,0,0.07,1,0
17,47,IL,Illinois,Edwards,15.03,0,0,0.52,1,1
17,49,IL,Illinois,Effingham,22.95,2.11,2.2,0.11,1,0
17,51,IL,Illinois,Fayette,24.74,0,0,0.23,1,0
17,53,IL,Illinois,Ford,0,0,0,0.48,0,0
17,55,IL,Illinois,Franklin,22.52,0,0,0.36,1,0
17,57,IL,Illinois,Fulton,31.4,0,0,0.39,1,0
17,59,IL,Illinois,Gallatin,20.65,0,0,0.52,1,1
17,61,IL,Illinois,Greene,11.56,0,0,0.3,1,0
17,63,IL,Illinois,Grundy,3.1,0.05,0.06,0.1,0,0
17,65,IL,Illinois,Hamilton,23.92,0,0,0.28,1,0
17,67,IL,Illinois,Hancock,13.9,0,0,0.02,1,0
17,69,IL,Illinois,Hardin,64.73,0,0,0.27,1,1
17,71,IL,Illinois,Henderson,21,0,0,0.23,1,1
17,73,IL,Illinois,Henry,6.68,0.8,0.51,0.21,0,0
17,75,IL,Illinois,Iroquois,2.65,0,0,0.06,1,0
17,77,IL,Illinois,Jackson,39.68,0.14,0.07,0.2,0,0
17,79,IL,Illinois,Jasper,11.99,0,0,0.17,1,0
17,81,IL,Illinois,Jefferson,24.9,0,0,0.12,1,0
17,83,IL,Illinois,Jersey,28.38,0,0,0.1,0,0
17,85,IL,Illinois,Jo Daviess,16.71,0,0,0.32,1,0
17,87,IL,Illinois,Johnson,56.23,0,0,0.1,1,1
17,89,IL,Illinois,Kane,7.51,0.97,1.04,0.49,0,0
17,91,IL,Illinois,Kankakee,3.58,0.66,0.72,0.23,0,0
17,93,IL,Illinois,Kendall,4.37,1.32,1.7,0.13,0,0
17,95,IL,Illinois,Knox,13.84,0.55,0.95,0.32,1,0
17,97,IL,Illinois,Lake,12.3,0.39,0.33,0.31,0,0
17,99,IL,Illinois,LaSalle,6.37,0.34,0.38,0.26,1,0
17,101,IL,Illinois,Lawrence,21.34,0,0,0.24,1,0
17,103,IL,Illinois,Lee,3.65,0,0,0.45,1,0
17,105,IL,Illinois,Livingston,1.92,0.54,0.38,0.01,1,0
17,107,IL,Illinois,Logan,6.75,0,0,0.16,1,0
17,109,IL,Illinois,McDonough,13.01,0,0,0.25,1,0
17,111,IL,Illinois,McHenry,15.66,0.55,0.54,0.12,0,0
17,113,IL,Illinois,McLean,2.32,0,0,0.18,0,0
17,115,IL,Illinois,Macon,4.89,0,0,0.28,0,0
17,117,IL,Illinois,Macoupin,17.58,0.79,0.74,0.19,0,0
17,119,IL,Illinois,Madison,21.38,0.21,0.27,0.22,0,0
17,121,IL,Illinois,Marion,24.59,0.25,0.19,0.23,1,0
17,123,IL,Illinois,Marshall,8.37,0,0,0.31,0,0
17,125,IL,Illinois,Mason,7.71,0,0,0.1,1,0
17,127,IL,Illinois,Massac,26.5,0,0,0.05,1,0
17,129,IL,Illinois,Menard,8.46,0,0,0.44,0,0
17,131,IL,Illinois,Mercer,8.7,0,0,0.1,0,0
17,133,IL,Illinois,Monroe,16.43,0.17,0.21,0.05,0,0
17,135,IL,Illinois,Montgomery,13.11,0,0,0.2,1,0
17,137,IL,Illinois,Morgan,13.1,0,0,0.21,1,0
17,139,IL,Illinois,Moultrie,2.35,2.63,2.81,0.27,1,0
17,141,IL,Illinois,Ogle,9.43,0,0,0.39,1,0
17,143,IL,Illinois,Peoria,16.56,0,0,0.29,0,0
17,145,IL,Illinois,Perry,16.46,0,0,0.1,1,0
17,147,IL,Illinois,Piatt,2.56,0,0,0.06,0,0
17,149,IL,Illinois,Pike,22.93,0,0,0.27,1,0
17,151,IL,Illinois,Pope,66.59,0,0,0.24,1,1
17,153,IL,Illinois,Pulaski,30.71,0,0,0.12,1,1
17,155,IL,Illinois,Putnam,22.82,0,0,0,1,1
17,157,IL,Illinois,Randolph,28.48,0,0,0.14,1,0
17,159,IL,Illinois,Richland,17.86,0,0,0.33,1,0
17,161,IL,Illinois,Rock Island,15.97,0.06,0.04,0.37,0,0
17,163,IL,Illinois,St. Clair,15.31,0,0,0.19,0,0
17,165,IL,Illinois,Saline,28.13,0.55,0.49,0.36,1,0
17,167,IL,Illinois,Sangamon,8.67,0.28,0.27,0.16,0,0
17,169,IL,Illinois,Schuyler,42.27,0,0,0.1,1,0
17,171,IL,Illinois,Scott,0.91,0,0,0.5,1,1
17,173,IL,Illinois,Shelby,11.44,0,0,0.09,1,0
17,175,IL,Illinois,Stark,3.65,0,0,0,0,0
17,177,IL,Illinois,Stephenson,7.37,0,0,0.11,1,0
17,179,IL,Illinois,Tazewell,4.46,1.07,1.38,0.18,0,0
17,181,IL,Illinois,Union,47.76,2.39,3.98,0.11,1,0
17,183,IL,Illinois,Vermilion,11.08,0,0,0.3,0,0
17,185,IL,Illinois,Wabash,0.23,0,0,0.12,1,0
17,187,IL,Illinois,Warren,7.69,0,0,0.23,1,0
17,189,IL,Illinois,Washington,12.84,0,0,0.18,1,0
17,191,IL,Illinois,Wayne,19.34,0.59,0.55,0.23,1,0
17,193,IL,Illinois,White,17.33,0,0,0.11,1,0
17,195,IL,Illinois,Whiteside,4.85,0.35,0.25,0.21,1,0
17,197,IL,Illinois,Will,6.03,0.42,0.57,0.31,0,0
17,199,IL,Illinois,Williamson,18.96,0.03,0.03,0.25,0,0
17,201,IL,Illinois,Winnebago,7.18,0.27,0.27,0.33,0,0
17,203,IL,Illinois,Woodford,14.74,0,0,0.04,0,0
18,1,IN,Indiana,Adams,3.53,0,0,0.07,1,0
18,3,IN,Indiana,Allen,17.34,0.5,0.56,0.23,0,0
18,5,IN,Indiana,Bartholomew,18.12,1.35,1.59,0.26,0,0
18,7,IN,Indiana,Benton,0,0,0,0.09,0,0
18,9,IN,Indiana,Blackford,11.22,2.95,3.51,0.33,1,0
18,11,IN,Indiana,Boone,2.84,0.05,0.05,0.12,0,0
18,13,IN,Indiana,Brown,80.5,0,0,0,0,0
18,15,IN,Indiana,Carroll,6.64,0,0,0.3,0,0
18,17,IN,Indiana,Cass,8.23,1.67,1.58,0.51,1,0
18,19,IN,Indiana,Clark,30.38,2.3,2.4,0.12,0,0
18,21,IN,Indiana,Clay,30.28,2.18,3.19,0.1,0,0
18,23,IN,Indiana,Clinton,0.04,0.86,0.73,0.42,1,0
18,25,IN,Indiana,Crawford,67.56,2.42,2.48,0.48,1,1
18,27,IN,Indiana,Daviess,12.19,4.81,3.59,0.06,1,0
18,29,IN,Indiana,Dearborn,52.17,0,0,0.33,0,0
18,31,IN,Indiana,Decatur,13.5,0.27,0.17,0.42,1,0
18,33,IN,Indiana,DeKalb,10.1,5.49,7.59,0.08,1,0
18,35,IN,Indiana,Delaware,5.71,0.3,0.43,0.24,0,0
18,37,IN,Indiana,Dubois,29.7,2.76,2.69,0.27,1,0
18,39,IN,Indiana,Elkhart,18.05,3.7,3.64,0.29,0,0
18,41,IN,Indiana,Fayette,28.32,0,0,0,1,0
18,43,IN,Indiana,Floyd,46.16,2.55,2.64,0.38,0,0
18,45,IN,Indiana,Fountain,16.5,0,0,0.16,1,0
18,47,IN,Indiana,Franklin,46.09,0.63,0.47,0.01,1,0
18,49,IN,Indiana,Fulton,4.28,5.46,7.78,0.52,1,0
18,51,IN,Indiana,Gibson,13.39,0,0,0.05,1,0
18,53,IN,Indiana,Grant,13.13,1.64,2.32,0.18,1,0
18,55,IN,Indiana,Greene,34.68,0,0,0.1,1,0
18,57,IN,Indiana,Hamilton,7.12,0.04,0.02,0.15,0,0
18,59,IN,Indiana,Hancock,9.45,0,0,0.13,0,0
18,61,IN,Indiana,Harrison,40.59,1.58,1.34,0.28,0,0
18,63,IN,Indiana,Hendricks,12.06,0,0,0.19,0,0
18,65,IN,Indiana,Henry,9.39,0,0,0.32,1,0
18,67,IN,Indiana,Howard,5.98,0.07,0.07,0.58,0,0
18,69,IN,Indiana,Huntington,13.81,0.71,0.89,0.45,1,0
18,71,IN,Indiana,Jackson,41.11,0.29,0.2,0.36,1,0
18,73,IN,Indiana,Jasper,10.24,1.71,1.77,0.09,0,0
18,75,IN,Indiana,Jay,13.82,0,0,0.07,1,0
18,77,IN,Indiana,Jefferson,40.75,0.87,0.59,0.3,1,0
18,79,IN,Indiana,Jennings,49.51,0,0,0.35,1,0
18,81,IN,Indiana,Johnson,18.66,1,1.05,0.18,0,0
18,83,IN,Indiana,Knox,10.69,0,0,0.25,1,0
18,85,IN,Indiana,Kosciusko,14.36,0.47,0.37,0.36,1,0
18,87,IN,Indiana,LaGrange,13.15,6.3,8.6,0.06,1,0
18,89,IN,Indiana,Lake,6.42,0.24,0.29,0.29,0,0
18,91,IN,Indiana,LaPorte,13.88,0.81,0.7,0.34,0,0
18,93,IN,Indiana,Lawrence,52.69,0.12,0.06,0.61,1,0
18,95,IN,Indiana,Madison,8.26,0,0,0.24,0,0
18,97,IN,Indiana,Marion,11.08,0.4,0.37,0.31,0,0
18,99,IN,Indiana,Marshall,11.41,3.86,5.5,0.15,1,0
18,101,IN,Indiana,Martin,67.46,0,0,0.33,1,0
18,103,IN,Indiana,Miami,9.16,1.77,1.77,0.82,1,0
18,105,IN,Indiana,Monroe,56.93,0.03,0.02,0.25,0,0
18,107,IN,Indiana,Montgomery,15.06,0,0,0.22,1,0
18,109,IN,Indiana,Morgan,41.19,2.13,3.97,0.07,0,0
18,111,IN,Indiana,Newton,7.13,0,0,0.1,0,0
18,113,IN,Indiana,Noble,17.79,0.21,0.23,0.04,1,0
18,115,IN,Indiana,Ohio,30.81,0,0,0.08,0,0
18,117,IN,Indiana,Orange,44.76,0.36,0.29,0.11,1,0
18,119,IN,Indiana,Owen,54.66,3.11,3.33,0.24,0,0
18,121,IN,Indiana,Parke,36.31,9.61,9.77,1.03,1,0
18,123,IN,Indiana,Perry,54.34,0.97,0.82,0.18,1,0
18,125,IN,Indiana,Pike,39.7,0,0,0,1,1
18,127,IN,Indiana,Porter,13.87,0,0,0.26,0,0
18,129,IN,Indiana,Posey,19.25,0,0,0.03,0,0
18,131,IN,Indiana,Pulaski,11.19,0,0,0.21,1,0
18,133,IN,Indiana,Putnam,31.26,0,0,0.17,0,0
18,135,IN,Indiana,Randolph,6.5,3.76,4.22,0.18,1,0
18,137,IN,Indiana,Ripley,36.06,0.65,0.6,0.41,1,0
18,139,IN,Indiana,Rush,6.72,2.37,1.58,0,1,0
18,141,IN,Indiana,St. Joseph,12.1,0.91,1.02,0.56,0,0
18,143,IN,Indiana,Scott,25.43,0,0,0.28,0,0
18,145,IN,Indiana,Shelby,5.26,0.22,0.24,0.13,0,0
18,147,IN,Indiana,Spencer,24.89,0,0,0.29,1,1
18,149,IN,Indiana,Starke,11.38,0,0,0.21,1,0
18,151,IN,Indiana,Steuben,14.83,0,0,0.14,1,0
18,153,IN,Indiana,Sullivan,27.58,0.51,0.24,0.05,0,0
18,155,IN,Indiana,Switzerland,39.45,0,0,0.66,1,1
18,157,IN,Indiana,Tippecanoe,8.99,0.3,0.26,0.27,0,0
18,159,IN,Indiana,Tipton,3.42,0,0,0.41,1,0
18,161,IN,Indiana,Union,22.58,0,0,0,0,0
